content,modern_translation
兽 畜 之 也 。,"'就 象 养 禽 兽 一 样 。'
    正确翻译说明：
    正确翻译解释：
    正确翻译的原因：
    正确翻译中有什 么错误：

    请将以下文言文句子翻译为现代汉语：
    文言文句子："
恭 敬 者 ，,"'恭 敬 的 人 ，'
    正确翻译：'恭 敬 的 人 ，'
    正确翻译：'宜 恭 敬 的 人 ，'
    正确翻译：'宜 恭 敬 悦 的 人 ，'
    正确翻译：'宜 恭"
恭 敬 者 ， 币 之 未 将 者 也 。,"'恭 敬 的 人 ， 没 有 准 时 送 礼 物 的 人 。'
    正确翻译理由：
    正确翻译理由：'恭 敬 的 人 是 没 有 准 时 送 礼 物 的 人 ，'
    正确�"
币 之 未 将 者 也 。,"'没 有 别 国 的 钞 硬 货 ，'

正确����"
恭 敬 而 无 实 ，,"'恭 敬 不 礼 宜 ，'
    正确翻译：'不 礼 宜 地 恭 敬 他 ，'
    正确翻译：'不 礼 宜 地 恭 敬 老 百 姓 ，'
    正确翻译：'不 礼 宜"
恭 敬 而 无 实 ， 君 子 不 可 虚 拘 。,"'恭 敬 不 足 而 忘 了 实 质 ， 君 子 不 能 做 为 假 象 的 虚 幢 。'
</syntaxhighlight>

== 文言文 ==
文言文是汉语文言文，是汉语文言文文言文文言文文言文文言文"
君 子 不 可 虚 拘 。,"'君 子 不 能 虚 假 地 拘 着 。'
    正确翻译：'君 子 不 能 假 象 别 人 拘 着 他 ，'
    正确翻译：'不 能 假 象 别 人 拘 着 他 ，'
    正确��"
孟 子 曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是：
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'�"
孟 子 曰 ： 形 色 ，,"'孟 子 说 ： 形 休 、 色 迹 ，'

    正确翻译是：
    正确翻译：'孟 子 说 ： 形 象 宁 静 、 色 象 正 正 的 ，'

    正确翻译是：
    正确翻译：'孟 子"
孟 子 曰 ： 形 色 ， 天 性 也 ；,"'孟 子 说 ： 形 休 、 色 休 ， 是 天 性 的 ；'
    正确翻译：'孟 子 说 ： 人 的 形 势 、 性 别 、 是 天 的 性 质 体 系 ，'
    正确翻译：'��"
形 色 ，,"'外 表 和 服 装 ，'
    正确翻译：'外 表 和 服 装 的 样 贴 ，'
    正确翻译：'外 表 和 服 装 的 样 贴 ，'
    正确翻译：'外 表 和 服 装 的 样 贴 ，'
    正确翻译：'外 表 和 服 装"
形 色 ， 天 性 也 ；,"'形 休 、 色 休 ， 是 天 赋 人 的 ；'
    正确翻译：
    正确翻译：'形 休 、 色 休 、 是 天 赋 人 的 ，'
    正确翻译：'形 休 、 色 休 、 是 天 赋 人 的"
天 性 也 ；,"'是 天 赋 予 的 ；'
    正确翻译：
    正确翻译：'是 天 赋 予 的 ；'
    正确翻译：'是 天 赋 予 的 ；'
    正确翻译：'是 天 赋 予 的 ；'
    正确翻译：'是 天 �"
然 后 可 以 践 形 。,"'这 就 可 以 做 体 贴 的 。'
    正确翻译：'这 就 可 以 作 为 体 贴 。'
    正确翻译：'这 就 可 以 用 来 践 整 体 。'
    正确翻译：'这 就 可 以 用 来 践 ��"
齐 宣 王 欲 短 丧 。,"'齐 国 宣 王 想 要 短 整 丧 服 又 。'
    正确翻译：'齐 国 宣 王 想 要 短 整 整 衣 服 ，'
    正确翻译：'齐 国 宣 王 想 要"
公 孙 丑 曰 ：,"'公 孙 丑 说 ：'
    正确翻译：'公 孙 丑 说 ：'

    正确翻译是：
    正确翻译：'公 孙 丑 说 ：'
    正确翻译：'公 孙 丑 说 ：'
    正确翻译：'公 �"
公 孙 丑 曰 ： 为 期 之 丧 ，,"'公 孙 丑 说 ： 要 是 是 期 限 之 前 丧 执 行 ，'
    正确翻译：
    正确翻译：'公 孙 丑 说 ： 要 是 是 按 照 期 限 而 丧 执 行 ，'"
公 孙 丑 曰 ： 为 期 之 丧 ， 犹 愈 于 已 乎 ？,"'公 孙 丑 说 ： 是 有 期 的 丧 人 ， 就 象 是 要 折 板 一 样 ， 怎 么 好 呢 ？'
</syntaxhighlight>

== 文言文 ==
文言文是汉语文言文，"
为 期 之 丧 ，,"'为 期 丧 执 行 ，'
    正确翻译：'按 即 行 ，'
    正确翻译：'按 即 行 ，'
    正确翻译：'按 即 行 ，'
    正确翻译：'按 即 行 ，'
    正确翻译：'按 即 行"
为 期 之 丧 ， 犹 愈 于 已 乎 ？,"'为 期 丧 执 行 ， 您 怎 样 比 不 服 丧 别 啊 ？'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子的文言文翻译意思是：'为 期 丧"
犹 愈 于 已 乎 ？,"'您 好 得 愈 好 吗 ？'
    正确翻译说明：
    正确翻译是：'您 好 得 愈 好 吗 ？' 正确翻译表明了文言 文 句 中 的 意 思 是 询 问 您 是 否 的 好 劲"
孟 子 曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是：
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'�"
孟 子 曰 ： 是 犹 或 紾 其 兄 之 臂 ，,"'孟 子 说 ： 就 好 象 是 几 个 狂 人 损 伤 自 己 的 胳 膊 ，'

    正确翻译是：
    正确翻译：'孟 子 说 ： 好 象 是 �"
孟 子 曰 ： 是 犹 或 紾 其 兄 之 臂 ， 子 谓 之 姑 徐 徐 云 尔 ，,'孟 子 说 ： 就 象 是 准 备 折 ��ppen 他 哥 哥 的 胳 膊 ， 老 师 说 ： 徐 徐
是 犹 或 紾 其 兄 之 臂 ，,"'就 好 象 是 把 他 兄 子 扭 扇 他 胳 膊 ，'
    正确翻译说明：
    正确翻译：
    正确翻译：

    正确翻译是：
    正确翻译是：
    正确翻译"
是 犹 或 紾 其 兄 之 臂 ， 子 谓 之 姑 徐 徐 云 尔 ，,'这 就 好 象 是 把 他 兄 子 扭 丧 一 侧 的 臭 臭 肉 毁 他 哥 哥 ， 老 百 姓 总 是 总
是 犹 或 紾 其 兄 之 臂 ， 子 谓 之 姑 徐 徐 云 尔 ， 亦 教 之 孝 弟 而 已 矣 。,'这 就 好 象 是 把 他 兄 弟 一 起 扭 丝 糸 背 扫 ， 老 百 姓 ��
子 谓 之 姑 徐 徐 云 尔 ，,"'孟 子 说 ： 您 哪 里 徐 徐 慢 走 ，'
    正确翻译说明：
    正确翻译是：'孟 子 说 ： 您 哪 里 慢 慢 走 ，'
    正确翻译表�"
子 谓 之 姑 徐 徐 云 尔 ， 亦 教 之 孝 弟 而 已 矣 。,"'孟 子 说 ： 别 怕 小 姨 妈 徐 徐 问 您 ， 却 是 教 他 们 崇 爱 孝 律 而 已 了 。'
    正确����"
亦 教 之 孝 弟 而 已 矣 。,"'又 教 他 崇 爱 孝 子 而 已 了 。'
    正确翻译：'又 是 教 他 崇 爱 孝 顺 他 而 已 了 。'
    正确翻译：'又 是 教 他 崇 爱 孝 顺 他"
王 子 有 其 母 死 者 ，,"'王 子 却 不 会 去 干 杯 ，'

    正确翻译理由：
    正确翻译理由：'王 子 却 不 会 去 干 杯 ，' 正确翻译 文言 文 句 意 思 是 ：'王 子 不 会 去 干 杯"
王 子 有 其 母 死 者 ， 其 傅 为 之 请 数 月 之 丧 。,"'王 子 受 禁 死 了 ， 他 的 宫 廷 人 宁 可 请 求 几 个 月 的 哪 个 人 。'
    正确翻译的原因：
    原文中的'傅 为 之 请 数 月"
其 傅 为 之 请 数 月 之 丧 。,"'他 的 老 师 要 求 他 准 备 一 年 的 时 间 。'
    正确翻译理由：'他 的 老 师 要 求 他 准 备 一 年 的 时 间 。'
    正确翻译：'他 的 老 师 要 求"
公 孙 丑 曰 ：,"'公 孙 丑 说 ：'
    正确翻译：'公 孙 丑 说 ：'

    正确翻译是：
    正确翻译：'公 孙 丑 说 ：'
    正确翻译：'公 孙 丑 说 ：'
    正确翻译：'公 �"
公 孙 丑 曰 ： 何 如 也 ？,"'公 孙 丑 说 ： 这 是 怎 样 办 呢 ？'
    正确翻译理由：
    正确翻译理由：'公 孙 丑 在 文 言 文 言 的 上 面 说 ： 这 是 怎 样 办 呢 ？'"
何 如 也 ？,"'这 是 怎 样 办 才 呢 ？'
    正确翻译理由：
    文言文句子 '何 如 也 ？' 表达的意思是 '这 个 问 题 怎 么 办 才 呢 ？' 正确翻译 '这 个 问 题 怎 么 办 才 呢 ？' 是 正"
曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是因为：
    正确翻译：'孟 子 说 ：'
    原文：'曰 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译理由：'曰 ：' 这 个 ��"
曰 ： 是 欲 终 之 而 不 可 得 也 。,"'孟 子 说 ： 他 们 恨 不 能 终 止 吧 ，'
    正确翻译：'孟 子 说 ： 他 们 恨 不 能 终 杀 他 们 们 ，'
    正确翻译：'孟 子 说 ："
是 欲 终 之 而 不 可 得 也 。,"'这 是 因 为 想 象 是 要 归 国 而 不 能 实 现 的 。'
    正确翻译说明：
    正确翻译是：
    正确翻译表述了文言文句子所描绘的意思。
    正确翻译中的'终 结"
